id,composition,Eg
4440,Ga3N1O3,1.0879
4441,Mg1Si1O6F6,0.2833999999999999
4442,H3C1O3,3.5745
4443,K1H1S1O4,0.3572
4444,Sm1Al1O3,3.978600000000001
4445,Ir2S3,0.6802000000000001
4446,Er1Ni1O3,0.3336999999999999
4447,Co2Sb2O7,0.7933000000000003
4448,K1Ho2Cu3Se5,1.1363000000000003
4449,Dy8In3Co1,0.10770000000000036
4450,Rb1P1Pb1S4,2.6049999999999995
4451,Cs2Zn1Sn3Se8,1.2455
4453,K1B1O1F2,6.0523
4454,K1Cd1B3O6,3.7535
4456,Sc1C3O6,0.16100000000000006
4458,In1H3C3O6,4.8264
4459,Rb2Sn2H3N1,1.1561
4461,Re1H1C4O4,3.0874
4462,Sr1Ho2Al2O7,4.0146000000000015
4463,Sb2As1S2,0.09830000000000004
4465,Nd2Ni1Pt1O6,1.7458
4467,Li1S1O4,0.04709999999999992
4468,K1Tl1S2O8,2.069
4470,C1Cl3,4.6949000000000005
4472,Tm1Pa1O4,2.4696
4473,Te1Mo1Se1,0.9148000000000004
4474,Tb2Al1Fe1O6,2.351
4476,Mg1Fe4Ni1O8,1.443
4477,K3Br1Cl2,4.493399999999999
4478,Ge2Se1S1,1.1316000000000002
4479,Ga1Sb1O4,0.13260000000000005
4480,Cu2Ni1Sn3S8,0.12199999999999987
4482,Cs2Ba1Br4,4.1594
4483,Cr1Fe1Co1O4,1.0017999999999998
4484,Cd1In2Se1S3,0.6742999999999997
4487,Hf1Cr1Cu1S4,0.06220000000000025
4488,Lu1Mg1Cr1S4,0.8984000000000001
4489,Mg2Cr3Ni1S8,0.0021000000000004357
4490,Ag1O1,0.1358999999999999
4491,Sm1As1O4,3.6895
4492,Th1P2S6,2.4373
4493,K1B1S2,2.7645
4494,Ba4Ti1As4,1.036
4495,K1Gd1S2,1.8171
4496,Li1Ca1P1O4,5.1801
4497,V2Zn2O7,2.3404000000000003
4498,Co1S1O4,2.7686
4499,V1Ag2P2O8,2.0141
4500,Na2Co1Ge1O4,1.537
4502,Cs1V1Cl3,0.4834999999999998
4503,Ba1Br1F1,4.8829
4504,Cs2Na1U1Cl6,0.5009000000000001
4506,I1O3,1.7939999999999996
4507,Tb1Ag3H6C6N6O3,2.5767
4508,Li3Mo1P2O8,4.108700000000002
4510,Rb2Co1I4,0.5542
4511,K1Tl1O1,1.1727
4512,Au1Se1Cl7,1.7274
4513,B6P1,2.5139
4514,Sr6Cu3N5,0.4832000000000001
4515,Re2Pb1O8,3.7736
4517,Pt1Cl3,1.0698
4518,Ba1Sn1O3,0.3784000000000001
4520,Zn1Se1,1.2004
4521,La1Ta1O4,3.3902
4524,Rb4C1O4,1.7193
4527,Rb2Li1Ta1S4,2.7218
4530,W1S1N1Cl5,1.0159
4531,Zn1Te1Mo1O6,3.0906
4532,As1S3N2F6,1.4827
4533,In1Ag1W2O8,2.3544
4534,Ba1Ca1Cr1F7,4.029
4535,Cs2K1Mn1F6,1.6103
4536,Na1Li3Ge1O4,3.6606
4537,Na4Co1Au1O5,1.7823
4539,Zn1B2C8N8,5.5128
4540,Na1Cu1P1O4,0.4311999999999996
4543,Cs1H1O1,3.4329
4544,Cr1C6O6,3.4578
4545,K1S2N1O4F2,5.4511
4548,Ca1Cu1Si1H2O5,0.10849999999999982
4549,Na1Al1H8N4,0.7334999999999998
4550,H6C1N3Cl1,5.107
4551,Cr1Au1S2,0.5552000000000001
4552,Zn2As1H1O5,1.961
4555,Mn2O1F4,0.1037
4556,Li2Mn1V2O6,0.8163
4558,Li4Cr1Fe3O8,1.7204000000000002
4559,Li1Cu5P2O8,0.4825999999999997
4560,Ba1Y1I5,2.1035
4561,Li4Y3Mn1O8,1.0599999999999998
4565,Al1H3N1Cl3,5.1434
4567,Bi3O2F5,3.4437999999999995
4568,Li1Cr1C1O4,2.7233
4569,Li4V2Si1O8,1.8588
4570,Li1V1P2O8,0.9258000000000002
4571,Li1Ni2P2O8,0.8647
4573,Li2Cu1H4O4,0.4341999999999999
4574,Dy1Se1O3,1.7961999999999998
4575,Na1Li1V2O6,3.0706
4576,Li2Ti1Co2O5,1.5699999999999998
4579,Li3Mn1O3,0.7440999999999998
4580,Li2Cr1H8Cl5O4,2.8598
4581,V1Cr1O3,1.2515
4582,Ba1Tl2O4,0.07069999999999999
4585,Er2Ge1O5,3.6141
4587,Li3Fe1F5,3.4968
4588,Li1Fe1F5,0.4467999999999997
4589,Li5Fe1S4,0.7655999999999998
4590,Li3Nb1H1O2F7,2.5571
4591,Li1Sb1S2O8,3.2513000000000005
4592,Ba1P3,0.5475999999999992
4593,Na2Tl1Sb1,0.4167000000000001
4594,K3Ta1F8,3.8153
4595,Sm2S2O1,2.4108
4596,K1Zr1Cu1S3,0.5926000000000005
4597,Sr1Hf1N2,0.32920000000000016
4598,Re1H6C1N3O4,3.648
4599,Ba1Pr2Pd1O5,2.2499
4600,La1W1N3,1.2220000000000004
4601,Rb2Na1In1Cl6,3.0533
4602,La1Mo1N3,1.1506000000000007
4603,Ag1Pt1O2,0.08340000000000014
4604,Rb1Sn1F3,4.0036000000000005
4605,Tl1Ge1F3,3.1591
4606,Tl1Ge1Cl3,1.5833
4607,Sn1O2,1.9981000000000004
4608,Sb1N1,1.3441
4609,Zn1Bi1F5,3.8792
4610,Ca1V1F5,2.4541000000000004
4611,Mg2V2O5,1.2300000000000004
4612,Mg2Ta1Mo1O6,2.0446
4613,Ca1Sn1P2O7,3.6361
4615,Sr1Be1B2O5,5.6783
4617,K2Mo2O5,0.4607000000000001
4618,Na1Pb2I1O6,2.5926
4619,Al1Zn1Ni2,0.011800000000000031
4620,Ba1Sr2Ca1,0.30400000000000005
4621,Ba2Zn1Ag1,0.059900000000000064
4622,Ba2Mg1Zn1,0.06820000000000004
4623,V1F4,1.8791
4624,Na1Co1O2,0.9607
4625,Pt1N3O4,0.12919999999999976
4626,K2Na1Tl1I6,0.07489999999999998
4627,Cs2K1Tl1I6,0.4688
4628,Mg1Sn1B2O6,3.6002000000000005
4630,Ta2Os1Se6,0.023900000000000254
4632,Li1V3O6,1.1127000000000002
4635,Ce1Hf1O4,1.5240999999999998
4637,Tb1O1F1,3.3231
4638,Na1Ag1S1O5,0.2229
4640,K2Te1O5,0.3761999999999999
4641,Mn1P1C1O4,0.5995000000000001
4643,Ag1Sb1S2,1.6506
4644,Cs1H5N2,2.2971
4646,Na3Sc1Cl6,3.9911
4647,Ba2Th1S6,1.3546
4648,Mn1C2O6,1.0113
4649,Ti1P2N1O8,0.05390000000000007
4650,Sr1Cd1As2O7,2.4611
4651,Cs1Ho2Ag3Te5,1.1625
4652,Nd3Al1Co1S7,0.001000000000000334
4653,Dy8Ga3Co1,0.17759999999999998
4654,La3Be1Bi1S7,1.7015000000000002
4655,V1O2F3,0.2931000000000004
4656,Mg1C4O6,0.8904
4657,Bi1C4S2Cl3O2,1.4777
4658,Na2Th1As2O8,3.7104
4660,Na3Sb1Se3,2.0466
4663,Dy4Zn5Ge6,0.028599999999999962
4666,Ti2V1H1O6,1.5022000000000002
4667,Na1Ce1P2H2C1O7,0.7087000000000001
4668,K2Ta1F7,5.5625
4672,Ta1Te4Cl4O1,1.1516000000000002
4675,Rb1Li1S1O4,5.120900000000002
4676,Pt1N4O6,0.4029
4677,Cr1Si1Ag6O8,0.21879999999999988
4678,Ba1V2Se1O8,2.0681000000000003
4679,Cs1P1S1O2,4.0655
4681,K1P2O8,0.00439999999999996
4682,Hg2B1O1F4,0.15359999999999996
4685,Fe1C7O4F2,2.4769
4687,Ge1Bi1H8C2S4N1,2.4689
4690,Sr2Ni1Te1O6,1.6618999999999997
4692,Ba2U1Cr1O6,0.7290000000000001
4693,Rb2P2Pt1,1.0645000000000002
4694,Sr2Yb1U1O6,2.142
4695,Na2Mg2As1,0.049800000000000066
4696,W1N3F6,2.6431
4697,Sr1Co1Ge2O6,2.0236000000000005
4698,Sm1In2Cl5,2.8102
4699,Rb1C4N3O4,1.6203
4701,Li1Pr1Mo2O8,3.0702000000000007
4702,Cd1Re2C4S4N8O8,0.4910000000000001
4703,Zn1Hg1S2,0.3706
4704,Y1O2F1,0.1252
4705,Tm1Ag1Te2,1.1332000000000004
4706,Tl1Cu3Te2,0.20699999999999985
4707,Te1Pb2S1,0.8047000000000004
4709,K1As1O2F4,0.6383000000000001
4710,In1Ag1Se1S1,0.15390000000000015
4713,Cs1C1N1O1,4.5360000000000005
4715,Ba2Tb1Nb1O6,2.8516000000000004
4716,As1P1,0.23350000000000026
4718,La2Mg1Se4,1.9009
4719,B1N1,4.788499999999999
4720,Sm1Er3S6,1.0560999999999998
4721,Cs1U1Ag1S3,0.0004999999999997229
4722,Rb1N1O3,3.0980000000000003
4723,Rb2Pd1F6,2.2704
4724,Mg1Si1N2,3.4803000000000006
4725,Gd2Si2O7,2.8781
4726,K2Li3Fe1O4,3.0917
4727,K2Mn1S1O4F3,1.5128
4728,La1Cr1O3,1.9217999999999995
4729,Nd2Ni1O4,0.5716999999999999
4730,Cr2Cd1O4,2.4816000000000003
4731,Ni1Se1O3,3.0224
4733,V2Pb2O7,2.8682
4734,Ce1P2O7,1.5862
4735,Cs1Ni1Cl3,0.8211000000000002
4736,Ba1Cl2,5.1127
4741,Li1Ir1,0.014499999999999956
4742,K2Ti2O5,3.227
4743,Pt1I3,0.37049999999999983
4744,Mn1Br2,1.5991
4746,Li3Nb1O4,1.0370999999999997
4748,Cr1P1H5O5,2.8008
4749,In1Pd3,0.0970999999999993
4750,Re1Te1S1,0.08900000000000041
4751,Ca3Te1O6,3.2499
4753,K1Li1Cr1O4,2.8534
4754,Ga2S5N5Cl7,2.5009
4756,Ba2Al1In1O5,2.0183
4757,Ca2Ni1W1O6,3.1346
4758,Li1Nd1Ge1O4,4.0585
4759,Na1Be2B1O3F2,5.9419
4760,K1V1F3,2.0838000000000005
4762,Rb2Ca1V2O7,3.4711
4764,Lu1S1Br1,2.7191
4766,Ho2Ge2O7,3.7385
4767,Al1Cu1As1O5,0.4567999999999999
4769,K1Cr1F3,1.849
4772,Cs1Bi3Se5,0.9779
4774,Ca2Zn2Cu1P3,0.2884000000000002
4775,Al2Bi1Se4,2.2699
4777,Ba1B2O4,4.7852
4778,Ag1I1,1.3762
4780,K2Hg1O2,2.0773
4781,Cu2S1,0.1208999999999998
4786,K2Si1H4N2O2,3.7985
4787,Sn1P1H5N1O4F1,2.8838
4793,Pr1P2H7O7,5.235200000000002
4795,Sc2Ti2O7,3.5663
4796,B1Cl1O2F4,1.7642
4797,Na1Li1O1,1.5996
4798,Co1B1O3,1.1548
4807,K2Os1O5,1.6619
4808,Li3Cr1P2H1O8,2.8049
4811,Ba2Ca1I6,3.8409
4812,Na2Fe1P1C1O7,2.4394
4823,Hg1Te2O6,1.9174
4824,Li1Sm1O2,3.7139
4825,Li1Co2O1F3,1.7089
4828,K1Li1Se1,2.5253
4829,Sr1Cu1Se2O6,0.4113
4830,Cs2Al1Ga1H6,0.8917999999999999
4831,H2C1S1O4,5.8998
4832,Rb1Ag1O2,1.1674
4833,Mg2Fe1N2,0.1593
4834,Mn1Zn1F6,2.2795
4835,Ba2Y1Tl1V2O7,0.5411000000000001
4836,Bi1F5,1.9048
4837,Zn2Bi1Sb1O6,1.3716
4838,Te2Mo2W1S4,0.3108
4841,Ho1O1F1,5.0999
4843,K1Zn4P3,0.5004
4844,Ta2Re1Tc1,0.11010000000000007
4845,Sr2Zn1Pb1,0.15319999999999978
4846,Y1Cd1Cu2,0.3820000000000001
4847,Co1As2O4,1.9922
4848,Cd1Cu1Pd2,0.2132000000000005
4849,K2Zn1N4,0.7795
4850,Si1Mo1O4,1.9196
4851,Nd1Pa1O4,2.7612000000000005
4852,Li1Sb1P1O2F6,2.1351
4853,Li2Co3Te1O8,0.4562
4857,Nd1Lu3S6,1.0299
4858,Ba2Y1Ga1Te5,0.4131999999999998
4859,K1Gd1Mo2O8,2.8881
4860,C1O2,6.7727
4864,Nd1H5Se2O8,4.4259
4866,Cu1P4S3Br1,1.7309999999999999
4868,Si7Tc4,1.0490999999999993
4873,Mo1S1F4,2.8691
4874,V1Fe2B1O5,1.5663999999999998
4876,Rb1I1O2,1.6906
4877,Na2Gd1Cl5,2.5469
4879,K1Si3As3,1.4127
4882,Cs1Tm1P2O7,5.2016
4884,Cs1La1H4S2O8,2.7430000000000003
4885,C3Cl2O1,1.4386
4888,Ba5Na1Ga2Sb6,0.03709999999999969
4889,B1C6Br1N1F5,3.6522
4890,Y2Te1S2,1.9707
4892,Ta1Tl3Se2S2,2.5102
4895,Sr2Nb1Ga1O6,3.1305999999999994
4896,Sm2Mn1Sb1O7,0.1802999999999999
4897,Rb1Mg1Cr1F6,3.1979
4898,Pr1Zr1N1O2,1.9661
4899,Pb4Se3S1,0.3858000000000006
4902,Li3Er1Br6,4.4954
4903,Li4Ge1S4,2.5146
4904,Li2Mg1Ge1,0.008300000000000196
4907,La1Zr1N1O2,1.7332
4908,K1Y1Ta2O7,2.1037
4912,Ga1Ag1Ge2Se6,1.0488
4914,Cu4I3Br1,0.028500000000000195
4915,Cs1Ti1Al1O4,3.9269
4916,Co1P1S1,1.2910000000000004
4918,Cd4Te3Se1,0.3184999999999998
4919,Cd1Cu1P2O7,0.2393000000000001
4920,Ca1La2Zr1O6,2.2481
4922,Ag3C1N3O6,2.5441000000000003
4924,Cr1Fe3O6,0.5291000000000001
4925,Mg5Ge2N6,1.7387999999999997
4926,Sr1C8N6,3.3547
4927,Ca5Ni1N4,0.5539999999999998
4928,Cd4C1N4,0.02329999999999988
4929,Ca2Mn1Al1O5,0.4972999999999996
4931,Al2Sn2O7,1.3476
4932,Rb3Ga1O3,2.4167
4933,K2Na1Tl1F6,3.6444
4934,Cs2Na1Er1F6,6.864000000000001
4935,Sn3F8,3.1504
4936,K1Si1Sb1O5,2.8078000000000003
4937,Sm1Zn3P3,0.13699999999999998
4938,Sb2O5,0.8138000000000005
4939,Tl2Te1S3,1.2718000000000005
4940,Ba5Sb4,0.4347000000000003
4941,K2Sm1F5,6.7047
4944,Cr3B1O6,1.6019999999999994
4945,Ca1Cr1P2O7,2.9385
4946,In1Ag1S2,0.37570000000000014
4947,Rb1Gd1Te4,0.0019000000000000128
4949,Y1Ni1Sn2,0.06320000000000013
4950,Li3N1,0.9858
4951,Ge1Bi2O5,2.3809
4952,K1Sb1Cl1F3,4.4254
4956,Li1H1F2,8.0444
4957,Na1Zn2H3S2O8,4.3334
4958,Li1Ti1P1C1O7,2.8245
4960,Li2Cr1P2O8,0.31820000000000004
4961,V2Ni2O7,2.6569
4962,Nb1Al1Cl8,2.0387
4963,Cs2Pd1Cl4,1.7005
4964,Cd2Ge1O4,1.0893
4966,Li2Ge1F6,6.0472
4968,Sr2Rh1F7,1.9779
4969,Li1Al1Si2O6,5.3046000000000015
4970,Sr2Cu1Br1O2,2.3479
4972,K1Br1F4,0.8681
4973,Ba1Cu1P1Cl1O4,0.4507000000000001
4974,Ca1Cr1F5,2.8404
4975,Na1La1S2O8,4.1782
4976,Na1Y1C1O3F2,5.2387
4977,I1Cl1O1F1,2.0229
4979,K1Na1Ti1O3,3.5358
4983,Ho3Cu1Si1Se7,1.5893000000000002
4984,Se1N1,1.9582
4985,Cs3Cr1F7,0.7466
4986,Cu1Bi1Pb1S3,0.6334
4987,In1H5N1O1F4,4.7369
4988,K2P1O3F1,4.4626
4989,Cs1V3O8,2.1187
4990,Tl1Bi1F4,2.2346999999999992
4991,Sc2S3,0.9419999999999996
4992,Na3V2P2O8F3,2.2722
4995,Sc1P1S4,1.8694
4996,Ag2P1H1O4,1.3238
4999,V1H8C2N2O6F1,3.1362
5000,Be2P2O7,6.028600000000001
5001,Li1V1F3,2.2318
5003,Li1Mn3O4F2,0.4081999999999999
5004,Li1Mn3O2F6,0.2762
5005,Sr3W1O6,3.423
5006,Sr1Ta1N1O2,0.8842999999999996
5007,Na1Sm1O2,3.9782
5008,Li4Sn1B2O6,2.511
5010,Li4Co3O1F8,1.9491
5011,V3O5F3,1.0141999999999998
5013,V3O5F1,0.7906
5015,Fe2Co1O4,1.2323
5016,Li4Mn1Cr1O6,1.0387
5019,Mg2Mn3O8,0.7952000000000004
5020,Li3Mn1B2O6,1.3211
5021,Gd2V2O7,0.9836
5022,Fe3O1F7,2.5013
5024,Na3Co1O3,1.5316
5026,Al2Hg1Te4,1.1070000000000002
5027,Cs1Cd1F3,3.3082
5028,Er8Ga3Co1,0.0052000000000003155
5029,Mg1Mo1N2,0.7705000000000002
5030,K3Au1O1,0.5646
5031,Rb1Ga1H2,1.3537
5032,Al2Ge2O7,3.4013
5033,Ba1Zr1Se3,0.2326999999999999
5034,K1O3,0.8444
5035,Tb1Tl1S2,1.5933000000000002
5037,Ca1Ni1O2,2.5213
5038,K1Mn2O4,0.8854
5040,Cs3Y1P2O8,4.4731000000000005
5041,Li1Ca1Al3N4,3.0206
5042,Na2Sr1Mg1P2O8,5.004
5043,Cs2Np1O4,0.3134999999999999
5044,Te2Mo1W2S4,0.3388
5045,Te3Mo2Se1,0.5381999999999998
5047,Li1Pr1O2,3.5466
5048,Sr2Fe1H6,1.3108000000000002
5049,Sn1C2Cl2,0.16270000000000007
5050,Ba1Cu1S1F1,1.6000999999999994
5051,Zr2Cu1Ir1,0.07019999999999982
5052,Y2Ag1Au1,0.030499999999999968
5053,Ti1Si1O4,1.6400999999999994
5054,Cs1K1Au2,2.9113999999999995
5055,Mn1Be2Os1,0.027099999999999902
5056,Li6P1Cl1O5,5.2543
5057,Cs1Sn1,0.7471999999999999
5058,Cs2Rb1Sc1I6,2.4048
5060,Rb1Se1O4,0.4867999999999999
5061,Na1Sm3Ge1S7,2.2413
5062,Cd1I1Cl1O3,3.3887
5063,Cu3H2C2O8,0.5149000000000001
5068,H4C1N4O3,2.1434
5069,Zn1Fe4Ni1O8,0.7630000000000003
5070,Cs2Bi1P1W1O8,3.9087
5073,Na1Ce1Ga4S8,0.07299999999999995
5077,K1Ca1Er2Cu1S5,1.4413000000000005
5079,K2Ce1Br5,0.15580000000000016
5081,C2S1F6,4.0615000000000006
5084,Ba1Fe2Pb1O5,1.3355
5085,Pr1Zn1Ag1P2,0.2542
5087,Li1Zn1Rh1F6,1.625
5089,Fe1Cu2Sn3S8,0.6175999999999995
5090,Cs1Bi4Se7,0.6336999999999997
5092,Cr1Bi1Te1O6,2.0791000000000004
5093,Ca1Ta1Al1O5,3.9215
5094,Ba2Mn1Te1Se2,0.8641000000000001
5095,Ho2Mg1S4,2.303
5096,K2Zn1Se2,2.1221
5097,Rb3Sb1F6,3.6822
5098,Cd3In2N4,0.12680000000000025
5099,Li1Pb1N1,0.5883000000000003
5100,Nd1Zn1Sb1O1,0.8324999999999996
5101,Li1Al1Fe1O4,0.058300000000000025
5102,Li1Al1Si1H2O5,4.2465
5103,Li1Mg1As1,1.3964999999999996
5104,Na1Ca2Ti1Si2O8F1,3.6651
5106,Cs3Ta1S4,2.983
5107,Ba3V2S4O3,0.3835000000000002
5108,Sr3Y1Rh1O6,2.1461
5109,W1O3,1.332
5110,Na5Ni1S1O2,1.4315
5111,Cs2Na1V1O4,3.9517
5112,Gd1Nb1O4,3.1849000000000003
5113,Sr1Cr1O3,0.031199999999999683
5114,Li3Ce5Ge4,0.000600000000000378
5115,Gd1Si2Pt2,0.002799999999999692
5116,Ce5Sn4,0.0008999999999996787
5117,In3Cu7,0.005799999999998917
5118,Cs1I3,1.8986
5119,Tl1I1O3,2.7745
5120,Mg1I2,3.6163
5121,Ag2Hg1I4,1.2205999999999997
5122,H1I1O3,3.1027
5124,Zn1H4C2O6,3.1832
5126,Rb1Au1Br3,0.7507
5127,La1C1O1,3.0102
5128,Rb1Ni1Br3,0.4791000000000001
5130,Li2Te2O5,3.4818
5131,Rh1Br3,1.2475999999999998
5132,H2Se1O3,4.4901
5133,Cu1Pt1F6,0.0459
5134,Li4V3O8,1.4558999999999995
5136,Dy3S2Cl5,3.252
5137,Na1Nd1F4,7.2092
5138,Sr1Nd2Se4,1.7525000000000004
5141,Ba1Li1Pr1Te1O6,3.1381999999999994
5142,Cd1Ga2S4,2.1155
5143,Tl3B1O3,1.3030000000000002
5144,Tb2Ti2O7,2.7308000000000003
5145,Be1S1O4,6.9257
5146,K1Cu1P1O4,0.1816
5147,Tl1Fe1O3,0.008999999999999453
5148,Ga1As1O4,1.0653
5149,Li2Mn1P2O7,4.2548
5150,Er3Ni2,0.003599999999999603
5151,Y2S3,1.4880000000000004
5152,Cs1Ba2Br5,4.3948
5154,Sm1Bi2I1O4,1.3084000000000002
5156,Sr1Hg2Cl2O2,1.6542
5157,K1Ta1B2O6,3.6133
5160,Rb1Au1S2O8,1.7035
5163,Hg2Mo1O4,1.7503000000000002
5164,Ba1Sb1Se2F1,1.3195
5166,Na1Nb2P1O8,1.9772
5168,Li1Lu1F4,7.9011999999999984
5169,Tm1Ni1Bi1,0.15050000000000008
5170,Li1B1H2,0.8935
5171,Ba3Ge1I2,0.007299999999999862
5174,Al2Ni1Cl8,1.1353
5175,Zn1Au2C4N4,2.6094
5176,Pb1Se2O5,3.0952
5177,K2Pt1N4O8,1.9676
5178,Ca1In2Te4,0.7669999999999995
5180,Gd1P5,0.19890000000000008
5181,Ca3P2O8,2.7947
5182,Ca1H4Cl2O2,5.2817
5185,P1H6N1O3,6.2819
5187,Sm1F3,7.7298
5188,Li1Ag1F4,0.7818
5189,Li2Co2Sn1O6,0.8416999999999999
5190,Nb3N5,0.7012999999999994
5191,Zn1Co1O2,1.0313000000000003
5192,Cs3Tm1O3,2.2669
5194,Li4Ti3O8,2.1569000000000003
5195,Lu1Ga1O3,3.6376
5196,Rb3Sn4Au1,0.5876999999999999
5197,Li3Mn1Fe3O8,1.6158
5198,Li1Co2C2O7,1.0033
5199,H2Ru1C3Cl2O4,3.162
5203,Rb3Y1F6,5.0505
5204,Sb1O1F3,2.5639
5206,Zn1Ni4O5,1.9126000000000003
5208,Na1Zr1P1C1O7,4.0071
5211,K1Ti1P1C1O7,2.6381
5212,Ba2La1Cl7,4.4003000000000005
5213,Li4Fe1O1F5,2.9754
5215,Li3Co2Si2O8,0.03149999999999986
5219,Cs1Tb1S2,2.1587
5220,Li4Ti1O4,4.5591
5221,Rb3Ir1,0.14160000000000014
5222,H1Au1O2,1.279
5224,Zn2Cr1Sb1O6,2.0248
5225,Zn1Sb1F5,3.9532
5226,Tm1Tl1Te2,0.7332000000000001
5227,Na3Sr3Ga1As4,0.4419
5228,Ca1Mg3Si1N4,2.403
5229,Mg6B1C1O8,0.5317000000000007
5230,Na1Er1S2O8,5.7495
5231,Ba1Li1P1,0.6981999999999999
5232,Pd1N2Cl2,0.1869
5233,Mg2Co2O5,0.7401999999999997
5234,Ba2Zr1Ti1O6,2.2094
5235,Ca2Zn1Pd1,0.09579999999999987
5236,Mg1Be2Os1,0.2263000000000001
5237,Y2Zn1Os1,0.12519999999999998
5238,Tm1Al1O3,3.6406
5239,Ba1In2P2,0.4954000000000001
5240,K1Rb2Sc1I6,2.339
5241,K3Tl1Br6,1.406
5242,K2Li1In1F6,5.2984
5243,Na1Ti1F4,0.02000000000000001
5247,As1O2,0.12110000000000005
5248,Al1O2,0.3272999999999993
5249,Na3S1O4F1,5.1484000000000005
5250,Ti3H4O8,2.5086
5251,Rb1Ta1V2O8,2.8213
5252,Ba1Th2S5,1.7342000000000004
5254,Gd2Hf1S5,0.9802
5255,Cs1Fe1Ag1F6,0.2365
5256,Mn1C4Cl1O4,2.6962
5258,Sr1Co2B1P1O7,2.5651
5265,La1C1O4,0.010099999999999998
5266,Na1Ho1P2O7,5.344600000000002
5267,Cu1H5C3N1O4,0.040500000000000036
5269,Zn1Br6,0.11960000000000015
5270,Sc2Tl1Cu3S5,1.0448000000000004
5271,Rb1V1Cu1F6,0.024
5272,Na3Cr1O4,0.955
5273,Li5I1O6,2.5707
5275,K2Co1I4,0.6484999999999999
5277,H5Pb1C2S1N6Cl1,3.0745000000000005
5279,C3F2,2.9477
5280,Ba1H2S4O6,2.8993
5281,Ta1Tl6V1S8,2.127
5285,Na5Br1Cl4,4.2728
5286,Mn1Zn4Se5,0.17830000000000013
5287,Lu1Ga1Co1O4,1.7347
5290,Ho4Fe1S7,0.033999999999999815
5291,In1Cu1Ge1Se4,0.6409000000000002
5292,Cr1O3F3,1.2047
5293,Cd2Sn1Ge1As4,0.1453000000000002
5296,Rb1Cr2S4,0.07360000000000033
5297,Ca3Bi3N5,0.7053000000000003
5298,Sr3Ir2N4,0.3292999999999999
5299,Na3Al1N2,1.0804999999999998
5300,Mg1V1Si1O5,1.3387000000000002
5301,Ba2Pr1Ru1O6,0.1408999999999998
5302,Sm1Ta1O4,3.9569
5303,Ca1Te3O8,2.0443000000000007
5305,Ba2Mn1Te1O6,0.9367000000000004
5306,Eu1Sb1Pt1,0.032999999999999474
5307,In2S3,0.8348999999999998
5309,H6C1N4O1,5.042
5310,Tl3Ag1I5,1.0507
5312,Ge1H3Cl1,4.768000000000002
5313,Ca2Bi2O5,2.494
5314,Li1Ga1Cl3,3.6888
5315,P1I2,1.8951
5316,Nb3Cl1O7,2.0193
5317,Sn1Cl4,3.551
5318,Sr1Al2Cl8,5.4902
5319,Hg2Se1O5,0.7264
5321,Ho1P1O4,5.906599999999999
5322,Er1Cu1W2O8,1.5054999999999996
5323,Cs2Ag1Sb1S4,1.4927
5324,Zn1S1O4,3.8211
5325,Tl4Sn1Se3,0.6625000000000001
5326,Er1Bi2Cl1O4,1.8499000000000003
5327,K4Fe2O5,2.217
5328,Mn1Rh2O4,0.9246999999999996
5329,Li1Au1F4,2.0905
5332,Lu2O3,4.2765
5335,K1Bi1F6,2.6644
5337,Rb2Zr1S4,1.9236
5339,Rb5Li1Si2Ni1O8,3.273
5341,Rb1V1P1O5,2.9656
5342,Cs3Tl1F6,3.3310000000000004
5343,Sr1Zn1O2,2.0794
5345,Sr1Ca2W1N4,2.6134
5346,Yb2Cd1Sb2,0.01780000000000026
5347,Ba4W1N4Cl2,2.2061
5348,Li1Ca1Ga1N2,2.1317000000000004
5351,Fe1C5O5,3.4929
5352,Na2Be1Si1O4,4.564
5353,Na1Nb3O8,2.4871
5354,Fe1C3S1O3,0.3411
5356,Li1C1S1O3F3,6.5705
5357,Cd2P3Cl1,1.1294
5358,C1S1N2O1F2,3.8454
5361,Pb1C1S1N1Cl1,3.1401
5362,Cs1Hg1Cl3,2.0667
5366,Li4Mo3O8,1.8366
5368,Na1Tb1O2,3.8925
5370,V1P1H6C2N3O7,1.7762
5373,Li1Fe5O8,1.0368000000000004
5375,Y1H1S1O5,5.4776
5377,Ba1Si2H6O8,5.0579
5378,Zr1H7C1N4F5,4.3833
5379,Se1O2,3.2789
5380,Li2P2H2O7,5.2791
5384,Li1Ni2O1F3,2.4959
5385,Li1Bi1S2,0.20899999999999969
5387,Li1Cu1S1,1.0759999999999996
5389,Li2Mn1Si3O8,3.2596
5390,Tm1Bi1O3,3.1216000000000004
5392,Lu1Al1O3,5.0767
5393,K3V1P1C1O7,2.3245
5395,Na4W1O4,3.1114999999999995
5396,Li2Cr2Fe1O6,0.33009999999999984
5397,Rb1Ta1O3,2.3999
5398,Li3Fe1F6,3.8126
5399,Cr1O3,1.8534
5400,Li5B1O4,5.184900000000002
5402,P2W1O7,3.0964
5404,Li1Mn2O1F3,1.9013
5407,K4Li3Fe2O8,0.1311
5409,Cr2O5F2,2.1862000000000004
5410,Li2Mn2F7,0.6112
5413,Dy1W1O4,2.1745
5414,Li2Cr3Co1O8,0.6013999999999999
5416,Li2Cr1Si1O4,1.6394000000000002
5419,Fe4O1F7,0.8358000000000001
5424,Li1Tl1P1H1O3,3.9713
5427,La3P1O7,4.062099999999999
